state,age,sex,total_income,health_insurance,transport
Washington,32,female,29900,with,"Car, truck, or van"
Oregon,47,female,14300,with,NA
Washington,44,male,57000,with,"Car, truck, or van"
Oregon,67,female,30000,with,NA
Oregon,45,female,43001,with,"Car, truck, or van"
Oregon,57,male,0,with,NA
Oregon,44,female,51500,with,"Car, truck, or van"
Washington,75,male,39600,with,NA
Washington,83,female,5900,with,NA
Oregon,45,female,15000,with,Walked
Oregon,62,female,13000,with,"Car, truck, or van"
Oregon,59,female,29110,with,"Car, truck, or van"
Oregon,40,female,25000,with,"Car, truck, or van"
Oregon,45,female,16000,with,"Car, truck, or van"
Oregon,78,female,9200,with,NA
Oregon,64,male,7000,with,"Car, truck, or van"
Oregon,55,female,950,with,NA
Washington,83,female,35800,with,NA
Washington,66,male,46000,with,"Car, truck, or van"
Oregon,64,male,17900,with,NA
Washington,74,male,17200,with,NA
Oregon,28,male,47600,with,Walked
Washington,72,female,1500,with,NA
Oregon,48,male,8800,with,NA
Washington,31,female,40000,with,"Car, truck, or van"
Washington,68,male,32000,with,NA
Oregon,25,male,42000,with,"Car, truck, or van"
Washington,58,male,95000,with,Other
Washington,68,female,31000,with,"Car, truck, or van"
Washington,67,male,41900,with,NA
Washington,30,male,72060,with,"Car, truck, or van"
Washington,40,male,0,with,NA
Washington,46,male,245000,with,"Car, truck, or van"
Washington,30,female,60,with,NA
Oregon,67,male,13000,with,NA
Washington,33,male,155500,with,"Car, truck, or van"
Washington,40,male,70000,with,"Car, truck, or van"
Washington,32,male,48100,with,NA
Oregon,67,female,63000,with,NA
Washington,87,male,17900,with,NA
Washington,50,male,52000,with,"Car, truck, or van"
Oregon,58,male,110000,with,Worked at home
Washington,69,male,15800,with,NA
Oregon,29,male,30000,with,"Car, truck, or van"
Washington,47,male,65000,with,Other
Washington,86,male,20510,with,NA
Washington,23,female,6600,without,NA
Washington,46,female,81000,with,"Car, truck, or van"
Washington,58,male,219400,with,NA
Washington,53,male,25000,without,NA
Oregon,29,female,49950,with,"Car, truck, or van"
Oregon,72,female,34900,with,NA
Washington,47,male,65000,with,"Car, truck, or van"
Washington,70,female,142900,with,"Car, truck, or van"
Washington,52,male,80000,with,"Car, truck, or van"
Washington,74,female,24000,with,NA
Oregon,37,female,0,with,NA
Oregon,52,male,19000,with,"Car, truck, or van"
Washington,66,male,27360,with,NA
Washington,58,female,13200,with,NA
Washington,55,female,55050,with,"Car, truck, or van"
Oregon,28,male,15000,with,"Car, truck, or van"
Oregon,60,female,85000,with,"Car, truck, or van"
Washington,42,female,44930,with,"Car, truck, or van"
Washington,36,male,56000,with,"Car, truck, or van"
Washington,48,female,77010,with,"Car, truck, or van"
Washington,65,female,48000,with,"Car, truck, or van"
Washington,48,male,97110,with,"Car, truck, or van"
Washington,74,male,58700,with,NA
Washington,30,male,70000,with,"Car, truck, or van"
Washington,51,male,70000,with,NA
Washington,38,male,58000,with,"Car, truck, or van"
Oregon,66,female,134000,with,NA
Washington,40,male,200000,with,"Car, truck, or van"
Oregon,54,female,14200,with,NA
Washington,67,female,17000,without,Bus or trolley bus
Oregon,36,male,108500,with,"Car, truck, or van"
Washington,77,male,65000,with,"Car, truck, or van"
Washington,77,female,39000,with,NA
Oregon,45,male,70000,with,"Car, truck, or van"
Washington,70,male,9900,with,NA
Oregon,60,male,7000,with,NA
Washington,29,male,50000,with,"Car, truck, or van"
Oregon,39,male,142500,with,"Car, truck, or van"
Oregon,56,male,1800,with,"Car, truck, or van"
Oregon,34,female,6000,with,NA
Washington,58,male,538000,with,"Car, truck, or van"
Washington,26,male,38500,with,"Car, truck, or van"
Washington,45,male,200000,with,Bicycle
Oregon,74,male,20000,with,NA
Washington,30,female,16000,with,"Car, truck, or van"
Washington,41,male,2400,with,NA
Washington,70,female,1400,with,NA
Washington,69,male,112400,with,NA
Washington,79,male,78800,with,"Car, truck, or van"
Washington,25,female,22200,with,"Car, truck, or van"
Washington,71,female,31420,with,NA
Washington,43,female,50000,with,"Car, truck, or van"
Washington,30,male,126000,with,Walked
Washington,59,female,60000,with,"Car, truck, or van"
Washington,54,female,8100,with,NA
Washington,61,female,10800,with,NA
Oregon,61,male,6600,with,NA
Washington,41,male,35000,with,Bicycle
Washington,43,male,234000,with,"Car, truck, or van"
Washington,25,female,27000,with,"Car, truck, or van"
Washington,76,female,38000,with,NA
Washington,39,male,32000,with,"Car, truck, or van"
Washington,24,female,30000,with,"Car, truck, or van"
Washington,41,male,1500,with,"Car, truck, or van"
Washington,21,male,2400,with,NA
Oregon,68,male,20000,with,NA
Oregon,67,female,13600,with,NA
Oregon,84,male,75400,with,NA
Washington,53,female,0,with,NA
Oregon,57,male,85000,with,"Car, truck, or van"
Washington,82,female,9300,with,NA
Washington,64,female,95000,with,"Car, truck, or van"
Washington,65,male,5240,with,Bus or trolley bus
Oregon,46,male,37700,with,Walked
Washington,27,male,65050,with,"Car, truck, or van"
Washington,62,female,105000,without,"Car, truck, or van"
Oregon,37,female,0,with,NA
Oregon,27,female,25000,without,Bus or trolley bus
Oregon,61,male,23800,with,NA
Oregon,81,male,34500,with,NA
Washington,52,female,70010,with,Worked at home
Washington,41,female,15000,with,NA
Washington,37,female,350,with,NA
Oregon,55,male,69600,with,"Car, truck, or van"
Washington,39,male,20000,with,"Car, truck, or van"
Oregon,42,female,0,with,NA
Washington,52,male,12200,with,NA
Washington,83,male,18000,with,NA
Washington,68,male,67800,with,NA
Washington,56,female,40020,with,NA
Oregon,56,female,100000,with,"Car, truck, or van"
Oregon,62,male,90600,with,"Car, truck, or van"
Oregon,71,female,9300,with,NA
Washington,34,male,28100,with,"Car, truck, or van"
Oregon,70,female,56600,with,NA
Washington,38,female,60000,with,Bus or trolley bus
Washington,67,male,47700,with,NA
Washington,40,male,50000,with,"Car, truck, or van"
Oregon,77,male,42000,with,NA
Oregon,68,male,7900,with,NA
Oregon,45,female,0,with,NA
Washington,32,female,40000,with,"Car, truck, or van"
Washington,72,male,77700,with,NA
Oregon,70,male,36000,with,"Car, truck, or van"
Washington,63,female,7500,with,NA
Washington,49,female,48000,with,Worked at home
Oregon,22,male,19000,with,"Car, truck, or van"
Washington,40,female,27000,with,"Car, truck, or van"
Oregon,49,female,720,with,NA
Oregon,68,male,49000,with,NA
Oregon,79,male,149000,with,NA
Oregon,94,male,17600,with,NA
Washington,30,female,45000,with,"Car, truck, or van"
Washington,47,male,65000,with,"Car, truck, or van"
Oregon,72,female,10000,with,NA
Washington,27,male,22100,with,Other
Washington,53,female,46000,with,"Car, truck, or van"
Oregon,47,female,17690,with,"Car, truck, or van"
Washington,47,male,96000,with,Worked at home
Washington,23,male,24000,with,"Car, truck, or van"
Oregon,94,female,44600,with,NA
Oregon,59,female,53000,with,"Car, truck, or van"
Washington,38,female,24300,with,"Car, truck, or van"
Oregon,82,female,43100,with,NA
Washington,55,female,20600,with,NA
Washington,64,male,58000,with,"Car, truck, or van"
Washington,33,male,145200,with,"Car, truck, or van"
Washington,49,male,87600,with,"Car, truck, or van"
Washington,36,female,400,with,NA
Washington,38,male,60000,without,Walked
Washington,33,female,14000,with,NA
Oregon,52,female,9400,with,NA
Washington,69,female,41000,with,NA
Washington,61,female,40000,with,"Car, truck, or van"
Washington,34,female,45000,with,"Car, truck, or van"
Washington,57,female,20000,with,"Car, truck, or van"
Oregon,65,male,11000,without,NA
Washington,70,male,194000,with,NA
Washington,52,male,238000,with,NA
Oregon,55,male,83000,with,Bicycle
Oregon,54,female,43800,with,"Car, truck, or van"
Oregon,65,male,72000,with,"Car, truck, or van"
Washington,29,male,42000,without,"Car, truck, or van"
Oregon,68,male,30400,with,"Car, truck, or van"
Washington,53,female,60100,with,"Car, truck, or van"
Oregon,49,female,125030,with,"Car, truck, or van"
Washington,70,male,54800,with,"Car, truck, or van"
Washington,69,male,135800,with,NA
Oregon,42,male,25000,without,"Car, truck, or van"
Washington,35,female,5100,with,NA
Oregon,78,male,28100,with,NA
Washington,83,male,25500,with,NA
Washington,25,female,17000,with,"Car, truck, or van"
Washington,44,female,15000,with,"Car, truck, or van"
Washington,56,male,170000,with,Worked at home
Washington,80,female,33000,with,NA
Oregon,89,female,31100,with,NA
Oregon,62,male,436000,with,Other
Washington,22,male,28000,with,"Car, truck, or van"
Washington,71,male,72000,with,NA
Oregon,51,male,17100,with,"Car, truck, or van"
Washington,39,male,75000,with,"Car, truck, or van"
Washington,63,male,110000,with,"Car, truck, or van"
Washington,26,male,55000,with,"Car, truck, or van"
Oregon,63,female,20,with,NA
Oregon,76,female,6000,with,NA
Oregon,48,female,32000,with,NA
Washington,66,male,30300,with,NA
Oregon,39,female,9900,with,"Car, truck, or van"
Washington,53,male,33500,with,"Car, truck, or van"
Oregon,74,female,18200,with,NA
Oregon,62,male,50000,with,"Car, truck, or van"
Oregon,60,male,28800,with,NA
Washington,78,male,264000,with,NA
Washington,30,male,0,with,NA
Oregon,61,female,24000,with,NA
Washington,71,female,13100,with,NA
Washington,55,female,35000,with,NA
Oregon,94,female,19000,with,NA
Washington,52,male,11400,with,NA
Washington,75,female,41300,with,"Car, truck, or van"
Washington,49,female,55000,with,"Car, truck, or van"
Oregon,41,female,40900,with,"Car, truck, or van"
Oregon,40,male,23000,with,"Car, truck, or van"
Washington,48,male,104000,with,"Car, truck, or van"
Washington,48,male,8500,with,NA
Oregon,46,male,30000,with,NA
Oregon,36,male,31700,with,"Car, truck, or van"
Washington,57,male,61200,with,"Car, truck, or van"
Washington,70,female,73800,with,NA
Washington,67,female,38000,with,NA
Washington,63,male,56000,with,NA
Washington,74,female,7500,with,NA
Washington,50,male,80000,with,"Car, truck, or van"
Washington,56,female,201000,with,"Car, truck, or van"
Oregon,40,female,50000,with,"Car, truck, or van"
Washington,71,male,47800,with,"Car, truck, or van"
Washington,58,female,0,with,NA
Washington,28,female,1500,with,NA
Washington,27,male,35000,with,"Car, truck, or van"
Oregon,47,female,25000,with,"Car, truck, or van"
Washington,50,male,68900,with,"Car, truck, or van"
Washington,54,male,6000,with,"Car, truck, or van"
Oregon,61,male,116700,with,"Car, truck, or van"
Washington,59,female,15000,with,NA
Oregon,81,female,35100,with,NA
Oregon,83,female,28500,with,NA
Oregon,57,male,45600,with,"Car, truck, or van"
Washington,66,female,243400,with,NA
Oregon,58,male,60000,with,"Car, truck, or van"
Washington,70,male,25500,with,NA
Washington,30,female,230,with,NA
Washington,76,male,19000,with,NA
Washington,55,female,30000,with,"Car, truck, or van"
Oregon,53,female,33000,with,"Car, truck, or van"
Oregon,52,male,45000,with,"Car, truck, or van"
Washington,61,male,48000,with,"Car, truck, or van"
Washington,54,female,40704,with,Worked at home
Washington,69,male,52700,with,NA
Oregon,62,female,14000,with,"Car, truck, or van"
Washington,46,male,42300,with,"Car, truck, or van"
Washington,56,female,28000,with,NA
Oregon,53,female,7500,with,"Car, truck, or van"
Washington,69,female,35800,with,NA
Washington,43,female,35000,with,NA
Washington,30,male,85000,with,"Car, truck, or van"
Washington,58,female,33000,without,NA
Washington,37,female,30000,with,"Car, truck, or van"
Washington,51,female,55000,with,"Car, truck, or van"
Washington,48,female,11100,with,NA
Washington,26,male,46000,with,NA
Oregon,31,male,120000,with,"Car, truck, or van"
Oregon,65,female,7800,with,NA
Washington,67,male,48000,with,"Car, truck, or van"
Oregon,61,female,48500,with,"Car, truck, or van"
Oregon,20,female,34000,with,"Car, truck, or van"
Oregon,68,male,2100,with,NA
Washington,40,male,15500,with,"Car, truck, or van"
Washington,44,female,10000,with,NA
Washington,38,female,0,with,NA
Washington,50,female,13000,with,Worked at home
Oregon,59,female,82100,with,"Car, truck, or van"
Washington,40,male,36000,with,"Car, truck, or van"
Washington,68,male,69000,with,Other
Washington,62,female,43600,with,"Car, truck, or van"
Oregon,61,female,42600,with,Worked at home
Washington,67,female,23000,with,Worked at home
Oregon,34,female,110000,with,"Car, truck, or van"
Washington,39,male,100000,with,"Car, truck, or van"
Washington,28,male,20000,with,"Car, truck, or van"
Washington,32,male,95240,with,"Car, truck, or van"
Washington,48,female,8800,with,NA
Washington,74,female,7980,with,NA
Oregon,30,female,30000,with,"Car, truck, or van"
Washington,48,male,115000,with,"Car, truck, or van"
Washington,65,male,38000,with,"Car, truck, or van"
Washington,77,male,77400,with,Worked at home
Washington,49,male,43000,with,"Car, truck, or van"
Oregon,57,male,190000,with,"Car, truck, or van"
Washington,63,male,27620,with,NA
Washington,46,female,45800,with,"Car, truck, or van"
Washington,40,female,25000,with,"Car, truck, or van"
Oregon,22,female,10000,with,NA
Washington,87,female,14400,with,NA
Washington,60,female,60000,with,"Car, truck, or van"
Oregon,34,female,49700,with,"Car, truck, or van"
Washington,44,female,36800,with,Worked at home
Washington,34,male,30000,with,Bus or trolley bus
Oregon,56,male,33000,with,"Car, truck, or van"
Oregon,55,female,8000,with,Bus or trolley bus
Oregon,65,male,27500,with,NA
Washington,24,female,25000,with,"Car, truck, or van"
Oregon,42,male,200000,with,Other
Washington,63,male,360000,with,NA
Washington,32,male,23600,without,"Car, truck, or van"
Washington,49,male,36000,with,"Car, truck, or van"
Washington,50,male,50000,with,"Car, truck, or van"
Washington,57,male,16100,with,NA
Washington,34,male,78000,with,"Car, truck, or van"
Washington,44,female,90000,with,Worked at home
Washington,44,female,102000,with,NA
Washington,62,male,50000,with,NA
Washington,63,male,62900,with,Worked at home
Washington,58,female,9000,with,NA
Washington,56,male,4700,with,NA
Washington,67,male,27000,with,"Car, truck, or van"
Oregon,81,female,7200,with,NA
Washington,60,female,40240,with,"Car, truck, or van"
Washington,45,male,22000,with,"Car, truck, or van"
Washington,48,male,150000,with,"Car, truck, or van"
Washington,24,male,0,with,NA
Washington,56,female,8800,with,NA
Washington,81,male,35800,with,NA
Washington,80,female,26200,with,NA
Oregon,62,female,100080,with,"Car, truck, or van"
Washington,69,female,21000,with,"Car, truck, or van"
Oregon,59,male,58600,with,NA
Washington,94,female,19520,with,NA
Washington,27,female,30000,with,"Car, truck, or van"
Washington,48,female,47000,with,"Car, truck, or van"
Washington,73,female,77200,with,NA
Oregon,67,female,13000,with,NA
Washington,73,female,26300,with,NA
Washington,64,female,0,with,NA
Oregon,67,male,71400,with,"Car, truck, or van"
Washington,68,female,20800,with,NA
Oregon,84,female,54100,with,NA
Washington,39,female,48400,with,"Car, truck, or van"
Washington,58,female,60000,with,NA
Washington,42,male,35400,with,NA
Washington,77,male,76400,with,NA
Washington,38,female,49000,with,"Car, truck, or van"
Washington,53,female,21000,with,"Car, truck, or van"
Oregon,65,male,76100,with,"Car, truck, or van"
Oregon,57,female,217000,with,"Car, truck, or van"
Oregon,44,male,4300,with,NA
Oregon,43,male,100000,without,"Car, truck, or van"
Oregon,22,male,43200,with,"Car, truck, or van"
Washington,53,female,51000,with,NA
Washington,44,male,18800,with,Walked
Oregon,24,female,73000,with,"Car, truck, or van"
Washington,58,male,139000,with,"Car, truck, or van"
Oregon,68,female,9800,with,"Car, truck, or van"
Washington,32,female,21600,with,"Car, truck, or van"
Oregon,34,female,70500,with,"Car, truck, or van"
Washington,36,male,45000,with,Bus or trolley bus
Washington,55,male,39000,with,"Car, truck, or van"
Oregon,33,male,411000,with,Worked at home
Oregon,54,male,100000,with,"Car, truck, or van"
Washington,62,male,110000,with,NA
Washington,41,female,23000,with,"Car, truck, or van"
Washington,46,male,47000,without,"Car, truck, or van"
Oregon,59,female,76010,with,"Car, truck, or van"
Oregon,69,female,28000,with,"Car, truck, or van"
Oregon,62,male,27800,with,"Car, truck, or van"
Oregon,61,male,6650,with,NA
Washington,50,male,0,with,NA
Washington,52,male,85000,with,"Car, truck, or van"
Oregon,52,female,75000,with,"Car, truck, or van"
Washington,58,male,58000,with,"Car, truck, or van"
Washington,73,male,60000,with,NA
Washington,54,female,0,with,NA
Oregon,38,female,8004,with,Worked at home
Washington,24,male,75000,with,"Car, truck, or van"
Washington,66,female,249000,with,NA
Washington,41,male,90000,with,"Car, truck, or van"
Washington,53,female,13000,with,"Car, truck, or van"
Washington,56,female,156400,with,"Car, truck, or van"
Washington,60,male,28000,without,"Car, truck, or van"
Washington,41,male,0,without,NA
Washington,36,male,40000,without,"Car, truck, or van"
Washington,53,male,90000,with,"Car, truck, or van"
Oregon,54,male,18990,with,"Car, truck, or van"
Oregon,63,female,25400,with,NA
Washington,57,male,93000,with,"Car, truck, or van"
Washington,60,male,45000,with,"Car, truck, or van"
Oregon,74,male,300,with,NA
Washington,33,male,95000,with,"Car, truck, or van"
Washington,43,male,197000,with,Worked at home
Washington,61,female,49000,with,"Car, truck, or van"
Washington,62,male,16000,with,NA
Washington,37,female,36000,with,NA
Washington,62,female,28800,with,Worked at home
Oregon,28,female,50000,with,"Car, truck, or van"
Oregon,37,male,25000,with,"Car, truck, or van"
Washington,24,female,38000,with,"Car, truck, or van"
Washington,81,female,17800,with,NA
Washington,44,female,8400,with,NA
Washington,75,male,50000,with,NA
Washington,63,male,18900,with,NA
Washington,37,male,80000,with,"Car, truck, or van"
Washington,51,female,0,with,NA
Washington,51,male,52000,with,"Car, truck, or van"
Oregon,53,female,65000,with,NA
Washington,68,female,57600,with,"Car, truck, or van"
Washington,63,female,51600,with,NA
Washington,83,male,5500,with,NA
Oregon,46,female,64300,with,"Car, truck, or van"
Washington,58,male,143000,with,"Car, truck, or van"
Oregon,75,female,31000,with,NA
Washington,50,female,71800,with,"Car, truck, or van"
Washington,31,male,170000,with,"Car, truck, or van"
Washington,39,male,90000,with,"Car, truck, or van"
Washington,34,female,12600,with,"Car, truck, or van"
Washington,52,female,0,with,NA
Oregon,55,female,349000,with,"Car, truck, or van"
Washington,56,female,32000,with,"Car, truck, or van"
Washington,24,female,40000,with,"Car, truck, or van"
Washington,25,female,15000,with,Worked at home
Washington,22,female,20000,with,"Car, truck, or van"
Washington,34,male,40000,without,"Car, truck, or van"
Washington,52,male,467000,with,"Car, truck, or van"
Oregon,69,male,46000,with,NA
Washington,37,male,27500,with,"Car, truck, or van"
Oregon,71,female,9600,with,NA
Washington,56,male,7000,with,Worked at home
Washington,64,male,74000,with,"Car, truck, or van"
Washington,42,male,193000,with,Other
Oregon,71,female,18000,with,NA
Washington,55,male,36500,with,"Car, truck, or van"
Washington,73,female,7400,with,NA
Washington,53,male,130000,with,"Car, truck, or van"
Oregon,79,male,85000,with,NA
Oregon,60,male,16400,with,NA
Oregon,64,male,14000,with,NA
Washington,45,male,30500,with,"Car, truck, or van"
Oregon,40,female,-4500,with,NA
Washington,67,male,79800,with,"Car, truck, or van"
Washington,30,female,18000,with,"Car, truck, or van"
Washington,60,male,92800,with,Worked at home
Washington,73,male,9900,with,NA
Washington,36,male,95000,with,"Car, truck, or van"
Washington,52,male,45000,with,"Car, truck, or van"
Oregon,38,male,150000,with,"Car, truck, or van"
Washington,49,male,85000,with,"Car, truck, or van"
Washington,55,male,8500,with,"Car, truck, or van"
Washington,31,female,75100,with,"Car, truck, or van"
Oregon,42,male,115000,with,"Car, truck, or van"
Washington,62,female,1200,with,NA
Washington,70,male,8300,with,NA
Washington,73,male,18500,with,NA
Washington,85,female,28800,with,NA
Oregon,69,male,20300,with,NA
Washington,26,female,0,with,NA
Oregon,66,female,23900,with,NA
Oregon,60,male,130100,with,"Car, truck, or van"
Oregon,66,male,27000,with,NA
Washington,62,female,60200,with,NA
Washington,74,male,31000,with,NA
Washington,79,male,4800,with,NA
Washington,53,male,43500,with,NA
Washington,32,female,77000,with,Other
Washington,64,male,30000,with,"Car, truck, or van"
Washington,43,female,19000,with,"Car, truck, or van"
Washington,31,female,23000,with,"Car, truck, or van"
Washington,51,female,131000,with,"Car, truck, or van"
Oregon,58,female,100,with,NA
Washington,81,female,31200,with,NA
Oregon,78,male,38400,with,NA
Oregon,64,male,20000,with,"Car, truck, or van"
Oregon,66,female,67100,with,NA
Oregon,27,female,20000,with,Walked
Washington,57,male,100000,with,"Car, truck, or van"
Washington,47,female,85000,with,"Car, truck, or van"
Washington,73,male,83600,with,NA
Washington,68,female,17500,with,NA
Washington,81,male,15000,with,NA
Washington,67,male,54000,with,NA
Washington,49,male,97400,with,"Car, truck, or van"
Washington,78,male,70000,with,NA
Washington,69,female,19104,with,NA
Washington,57,male,428000,with,"Car, truck, or van"
Oregon,83,female,18000,with,NA
Oregon,43,male,184900,with,"Car, truck, or van"
Oregon,47,female,100000,with,"Car, truck, or van"
Washington,69,female,31000,with,"Car, truck, or van"
Washington,64,female,41700,with,"Car, truck, or van"
Washington,72,female,9900,with,NA
Washington,62,male,48000,with,"Car, truck, or van"
Washington,76,male,20200,with,NA
Washington,81,male,39200,with,NA
Washington,62,male,37500,with,NA
Oregon,48,female,0,with,NA
Washington,57,male,269100,with,"Car, truck, or van"
Oregon,55,female,15000,with,Walked
Washington,26,male,30000,without,"Car, truck, or van"
Washington,35,male,94000,with,"Car, truck, or van"
Washington,38,female,10000,with,"Car, truck, or van"
Oregon,73,female,10600,with,NA
Washington,72,male,23500,with,NA
Washington,25,male,15000,with,"Car, truck, or van"
Washington,52,female,19140,with,"Car, truck, or van"
Washington,33,male,86300,with,Bus or trolley bus
Washington,29,female,20000,with,"Car, truck, or van"
Oregon,88,male,36500,with,NA
Washington,47,male,150004,with,"Car, truck, or van"
Oregon,30,female,0,with,NA
Washington,47,female,50000,with,Other
Washington,72,male,25200,with,NA
Washington,47,female,26000,with,"Car, truck, or van"
Oregon,69,male,43000,with,NA
Washington,55,male,10400,with,NA
Washington,62,male,60000,with,"Car, truck, or van"
Washington,66,female,64100,with,NA
Washington,67,female,23900,with,NA
Washington,39,male,85000,with,Bicycle
Washington,49,female,0,with,NA
Oregon,65,male,70000,with,"Car, truck, or van"
Washington,55,male,60000,with,"Car, truck, or van"
Oregon,54,female,100000,with,"Car, truck, or van"
Oregon,37,male,42000,with,"Car, truck, or van"
Washington,75,female,0,with,NA
Washington,29,male,70000,with,"Car, truck, or van"
Oregon,67,female,47610,with,NA
Oregon,23,male,22000,with,"Car, truck, or van"
Washington,41,male,41950,with,"Car, truck, or van"
Washington,50,male,24000,with,"Car, truck, or van"
Oregon,43,male,65000,with,"Car, truck, or van"
Washington,77,male,68800,with,NA
Washington,30,female,76000,with,"Car, truck, or van"
Washington,35,male,170500,with,Bus or trolley bus
Oregon,87,female,50400,with,NA
Washington,57,female,40000,with,"Car, truck, or van"
Oregon,50,male,57000,with,"Car, truck, or van"
Washington,67,female,69900,with,NA
Oregon,45,female,1500,with,NA
Oregon,24,male,20000,with,"Car, truck, or van"
Washington,76,female,0,with,NA
Oregon,68,male,97000,with,NA
Washington,64,male,100100,with,Other
Oregon,66,female,8400,with,NA
Oregon,80,male,20200,with,NA
Oregon,51,male,14400,with,"Car, truck, or van"
Washington,46,male,62000,with,"Car, truck, or van"
Washington,74,male,24500,with,NA
Washington,82,male,28000,with,NA
Oregon,45,female,92000,with,"Car, truck, or van"
Washington,35,female,80000,with,"Car, truck, or van"
Washington,56,male,30310,with,"Car, truck, or van"
Oregon,39,female,-5600,with,"Car, truck, or van"
Washington,56,female,76500,without,NA
Washington,33,female,35000,with,"Car, truck, or van"
Oregon,48,female,60000,with,"Car, truck, or van"
Oregon,50,male,19300,with,Worked at home
Washington,65,male,21700,with,NA
Washington,73,female,1500,with,NA
Washington,73,female,20000,with,NA
Oregon,28,male,45000,with,"Car, truck, or van"
Washington,64,female,20530,with,"Car, truck, or van"
Washington,27,female,300,with,NA
Washington,64,female,86100,with,"Car, truck, or van"
Washington,67,male,68800,with,NA
Washington,23,male,25000,with,"Car, truck, or van"
Washington,65,male,29700,with,NA
Oregon,36,female,140800,with,Other
Washington,45,male,115960,with,"Car, truck, or van"
Washington,36,female,58000,with,"Car, truck, or van"
Washington,60,female,11100,without,NA
Oregon,29,female,28400,with,NA
Washington,79,female,37400,with,NA
Oregon,30,male,35000,with,"Car, truck, or van"
Washington,21,male,7700,with,NA
Oregon,29,male,125000,with,Bus or trolley bus
Oregon,39,female,40000,with,"Car, truck, or van"
Washington,89,female,33300,with,NA
Washington,60,female,89600,with,"Car, truck, or van"
Washington,76,male,50950,with,NA
Washington,68,female,54900,with,"Car, truck, or van"
Washington,24,female,76000,with,Bus or trolley bus
Oregon,75,female,19400,with,NA
Washington,23,female,0,with,NA
Washington,69,male,45600,with,"Car, truck, or van"
Washington,58,male,89000,with,"Car, truck, or van"
Oregon,66,male,60000,with,NA
Washington,65,male,50800,with,NA
Oregon,90,female,40400,with,NA
Washington,38,female,0,with,NA
Washington,83,male,18000,with,NA
Oregon,65,female,19200,with,Bus or trolley bus
Oregon,32,male,1000,with,"Car, truck, or van"
Oregon,69,male,19300,with,NA
Washington,54,female,46400,with,"Car, truck, or van"
Washington,65,female,49070,with,"Car, truck, or van"
Washington,29,male,26000,with,"Car, truck, or van"
Washington,67,male,36800,with,NA
Washington,86,male,291400,with,NA
Oregon,68,female,24200,with,NA
Washington,68,male,1200,with,NA
Washington,53,male,77000,with,"Car, truck, or van"
Oregon,44,male,305000,with,"Car, truck, or van"
Washington,72,female,22700,with,NA
Oregon,78,female,15000,with,NA
Washington,72,female,10200,with,NA
Washington,79,male,52040,with,NA
Washington,51,female,86300,with,NA
Washington,48,male,54000,with,NA
Oregon,60,female,50000,with,"Car, truck, or van"
Oregon,35,male,28300,with,"Car, truck, or van"
Oregon,50,male,20000,with,NA
Washington,24,female,7000,with,"Car, truck, or van"
Oregon,49,female,20000,with,"Car, truck, or van"
Oregon,69,female,21000,with,NA
Washington,52,male,17000,with,NA
Washington,58,female,37200,with,"Car, truck, or van"
Washington,44,female,68000,with,"Car, truck, or van"
Oregon,63,female,73400,with,NA
Oregon,32,male,43000,with,"Car, truck, or van"
Washington,38,male,60000,with,"Car, truck, or van"
Washington,66,male,137900,with,NA
Oregon,41,male,75000,with,"Car, truck, or van"
Washington,34,female,90000,with,"Car, truck, or van"
Washington,35,female,14600,with,"Car, truck, or van"
Oregon,67,female,20300,with,NA
Washington,23,male,2000,with,NA
Oregon,60,male,25000,with,"Car, truck, or van"
Washington,29,male,18000,with,Bus or trolley bus
Washington,57,female,49500,with,"Car, truck, or van"
Washington,42,male,100000,with,"Car, truck, or van"
Washington,75,female,7300,with,NA
Oregon,64,male,59000,with,NA
Washington,54,female,1000,with,NA
Washington,51,male,147250,with,"Car, truck, or van"
Oregon,65,male,67200,with,"Car, truck, or van"
Oregon,32,male,0,with,NA
Washington,34,female,66000,with,"Car, truck, or van"
Oregon,24,female,3000,with,Worked at home
Oregon,55,female,28500,with,"Car, truck, or van"
Washington,50,male,27100,without,"Car, truck, or van"
Washington,70,female,76700,with,"Car, truck, or van"
Oregon,79,female,67100,with,NA
Oregon,25,male,38970,with,"Car, truck, or van"
Washington,57,male,74000,with,"Car, truck, or van"
Washington,63,male,10900,with,NA
Oregon,73,male,82340,with,NA
Washington,22,female,21600,with,NA
Washington,24,male,56060,with,"Car, truck, or van"
Washington,60,female,60000,with,Other
Oregon,75,female,18700,with,NA
Oregon,68,female,27600,with,NA
Oregon,23,female,10010,with,"Car, truck, or van"
Washington,25,male,8800,with,NA
Washington,42,male,72000,with,Worked at home
Washington,56,male,80000,with,"Car, truck, or van"
Washington,46,male,86600,with,"Car, truck, or van"
Washington,70,male,517000,with,"Car, truck, or van"
Washington,81,female,16900,with,NA
Washington,30,male,63000,with,"Car, truck, or van"
Washington,53,male,477000,with,"Car, truck, or van"
Washington,66,female,7200,with,NA
Washington,37,female,18000,with,NA
Washington,77,female,7700,with,NA
Washington,46,female,0,with,NA
Washington,46,female,79000,with,Bus or trolley bus
Oregon,47,male,1700,with,"Car, truck, or van"
Washington,36,male,100000,with,"Car, truck, or van"
Oregon,69,female,13600,with,NA
Washington,79,female,20600,with,NA
Washington,68,male,84980,with,NA
Oregon,39,female,44900,with,"Car, truck, or van"
Washington,75,male,20700,with,NA
